,age,fnlwgt,educational-num,occupation,hours-per-week,income,capital-net,native-american,workclass_Other,workclass_Private,workclass_gov,workclass_other,marital-status_Married-civ-spouse,marital-status_Never-married,marital-status_Separated,race_Black,race_Other,race_White,male
300,39,329980,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
48729,61,137554,4,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
23905,43,203637,13,0.3912087912087912,40,1,7298,1,0,0,1,0,1,0,0,0,0,1,1
32075,24,148320,10,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,1,0,0,1
31138,72,97304,9,0.21287436311668945,40,0,2346,0,0,1,0,0,0,0,1,0,0,1,1
9086,23,131230,9,0.21287436311668945,20,0,0,1,0,1,0,0,0,1,0,0,0,1,1
5205,47,52291,14,0.32516703786191536,45,1,7688,1,1,0,0,0,1,0,0,0,0,1,1
18471,50,156877,7,0.21287436311668945,70,1,0,1,0,1,0,0,1,0,0,0,0,1,1
16515,28,76714,15,0.21287436311668945,55,1,0,1,0,1,0,0,0,1,0,0,0,1,1
26038,29,86613,2,0.21287436311668945,20,0,0,0,0,1,0,0,0,1,0,0,0,1,1
2095,47,263984,10,0.21287436311668945,40,0,0,0,0,1,0,0,0,0,1,1,0,0,1
39923,50,45961,13,0.32516703786191536,40,0,6849,1,1,0,0,0,0,0,1,0,0,1,1
42139,37,226947,11,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
30956,48,167009,10,0.21287436311668945,48,0,0,1,0,1,0,0,0,0,1,0,0,1,0
43468,17,369909,6,0.21287436311668945,20,0,0,1,0,1,0,0,0,1,0,0,0,1,1
696,29,168526,9,0.21287436311668945,25,0,0,1,0,1,0,0,0,0,1,0,0,1,0
18507,30,270577,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0
27044,28,126129,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
39449,22,54825,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
42263,31,137444,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
42252,55,256953,9,0.21287436311668945,44,0,0,1,0,1,0,0,0,0,1,1,0,0,0
26244,20,289944,10,0.21287436311668945,20,0,0,1,0,1,0,0,0,1,0,0,0,1,0
43652,47,423222,15,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
29835,39,164866,9,0.21287436311668945,42,1,0,1,0,1,0,0,1,0,0,0,0,1,1
6950,19,140985,9,0.32516703786191536,40,0,0,0,1,0,0,0,0,1,0,0,0,1,1
17694,53,34368,10,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
28482,44,121874,10,0.21287436311668945,55,1,0,1,0,1,0,0,0,0,1,0,0,1,1
26823,36,146412,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0
22326,52,313243,9,0.32516703786191536,55,1,0,1,1,0,0,0,1,0,0,0,0,1,1
27887,30,164190,11,0.21287436311668945,52,1,5178,1,0,1,0,0,1,0,0,0,0,1,1
3607,34,127651,9,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
35958,29,195520,14,0.29697986577181207,40,0,0,1,0,0,0,1,1,0,0,0,0,1,1
19160,22,148187,7,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
4968,41,397346,10,0.21287436311668945,50,0,0,1,0,1,0,0,1,0,0,0,0,1,1
12186,26,180514,13,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,1,0,0,1
37804,52,89041,14,0.32516703786191536,60,1,15024,1,1,0,0,0,1,0,0,0,0,1,1
5137,52,163776,9,0.21287436311668945,60,1,-1902,1,0,1,0,0,1,0,0,0,0,1,1
17309,48,207848,6,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,0
15692,48,213140,12,0.21287436311668945,60,1,0,1,0,1,0,0,1,0,0,0,0,1,1
45939,41,342834,10,0.32516703786191536,40,0,0,1,1,0,0,0,0,0,1,0,0,1,0
1011,52,134190,6,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,1
40922,54,68985,14,0.21287436311668945,55,1,0,1,0,1,0,0,1,0,0,0,0,1,1
41874,27,312692,13,0.32516703786191536,12,0,0,1,1,0,0,0,0,1,0,0,0,1,1
7081,40,335400,10,0.21287436311668945,40,0,0,0,0,1,0,0,1,0,0,0,0,1,1
37850,31,176185,14,0.21287436311668945,60,1,0,0,0,1,0,0,1,0,0,0,0,1,1
46960,51,182944,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,1,0,0,0
17231,44,174675,9,0.32516703786191536,40,1,0,1,1,0,0,0,1,0,0,0,0,1,0
31075,39,257175,13,0.3912087912087912,40,0,-625,1,0,0,1,0,0,0,1,1,0,0,0
28095,42,32185,13,0.32516703786191536,60,1,0,1,1,0,0,0,1,0,0,0,0,1,1
33658,51,205100,14,0.32516703786191536,30,1,0,1,1,0,0,0,1,0,0,0,0,1,0
13097,47,159399,15,0.21287436311668945,55,1,0,1,0,1,0,0,1,0,0,0,0,1,1
13883,47,199277,9,0.21287436311668945,50,1,0,0,0,1,0,0,1,0,0,0,0,1,1
30737,23,208946,10,0.21287436311668945,32,0,0,1,0,1,0,0,0,1,0,0,0,1,1
34762,44,224658,9,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
15300,31,176185,9,0.32516703786191536,40,0,0,1,1,0,0,0,0,0,1,0,0,1,1
38443,30,167476,9,0.21287436311668945,50,0,0,1,0,1,0,0,1,0,0,0,0,1,1
19,40,85019,16,0.21287436311668945,45,1,0,0,0,1,0,0,1,0,0,0,1,0,1
13203,17,134829,7,0.21287436311668945,20,0,2176,1,0,1,0,0,0,1,0,0,0,1,1
25143,46,117849,14,0.21287436311668945,55,1,0,1,0,1,0,0,1,0,0,0,0,1,1
15777,25,184120,13,0.21287436311668945,45,0,0,1,0,1,0,0,0,1,0,0,0,1,1
17083,68,315859,7,0.32516703786191536,20,0,0,1,1,0,0,0,0,1,0,0,0,1,1
13760,54,263925,9,0.32516703786191536,50,0,0,1,1,0,0,0,0,0,1,0,0,1,1
22010,46,110151,11,0.21287436311668945,45,0,0,1,0,1,0,0,0,0,1,0,0,1,0
45887,21,241951,9,0.21287436311668945,45,0,0,1,0,1,0,0,0,1,0,0,0,1,1
29148,35,133935,13,0.3912087912087912,40,1,0,1,0,0,1,0,1,0,0,0,0,1,1
37319,34,163110,13,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
28689,55,60193,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0
32319,24,182163,7,0.21287436311668945,40,0,0,0,0,1,0,0,0,1,0,0,0,1,0
9905,45,188694,15,0.32516703786191536,50,1,0,1,1,0,0,0,1,0,0,0,0,1,1
2151,53,177063,10,0.29697986577181207,40,1,0,1,0,0,0,1,1,0,0,0,0,1,1
45082,45,126889,13,0.21287436311668945,60,1,-1887,1,0,1,0,0,1,0,0,0,0,1,1
28575,38,195744,13,0.21287436311668945,48,0,0,1,0,1,0,0,0,1,0,0,0,1,1
44266,43,101950,14,0.21287436311668945,45,0,0,1,0,1,0,0,0,1,0,0,0,1,0
5143,43,109762,13,0.21287436311668945,20,1,0,1,0,1,0,0,1,0,0,0,0,1,1
45884,26,214413,7,0.21287436311668945,48,0,6497,1,0,1,0,0,0,1,0,0,0,1,1
2720,32,233727,13,0.32516703786191536,60,1,7688,1,1,0,0,0,1,0,0,0,0,1,1
37376,60,165441,4,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0
26545,52,177995,2,0.21287436311668945,56,1,0,0,0,1,0,0,1,0,0,0,0,1,1
48787,38,32916,11,0.21287436311668945,55,1,0,1,0,1,0,0,1,0,0,0,0,1,1
44009,42,257328,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,1
14492,25,235218,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
45949,58,31732,10,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
11703,58,112945,11,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
44739,23,77581,13,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
20233,30,173005,10,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,1
6964,45,78507,11,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
34175,26,359327,10,0.21287436311668945,50,0,0,0,0,1,0,0,1,0,0,0,0,1,1
15183,36,191146,10,0.21287436311668945,38,0,0,1,0,1,0,0,0,0,1,1,0,0,0
44812,24,184839,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
45511,60,178312,9,0.21287436311668945,65,1,7298,1,0,1,0,0,1,0,0,0,0,1,1
31269,34,185041,9,0.21287436311668945,45,0,-1669,1,0,1,0,0,0,1,0,0,0,1,0
39011,38,112497,9,0.21287436311668945,40,1,0,1,0,1,0,0,0,1,0,0,0,1,1
13457,26,383885,12,0.21287436311668945,50,0,5013,1,0,1,0,0,1,0,0,0,0,1,1
22637,49,204241,13,0.32516703786191536,45,0,0,1,1,0,0,0,0,1,0,0,0,1,1
22362,30,188403,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
9138,35,305379,13,0.21287436311668945,50,1,-1887,1,0,1,0,0,1,0,0,0,0,1,1
28420,45,129336,14,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
26181,43,295510,9,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
16377,48,191277,16,0.32516703786191536,60,1,-1902,1,1,0,0,0,1,0,0,0,0,1,1
9033,52,172962,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
6659,47,176917,10,0.3912087912087912,48,1,0,1,0,0,1,0,1,0,0,0,0,1,1
29619,36,163237,12,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
627,33,291333,13,0.32516703786191536,45,1,7298,1,1,0,0,0,1,0,0,0,0,1,1
18765,40,185145,16,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
41197,44,184378,11,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
43943,51,98642,9,0.32516703786191536,40,1,14084,1,1,0,0,0,0,0,1,0,0,1,1
22519,32,101283,9,0.21287436311668945,35,0,0,1,0,1,0,0,0,1,0,0,0,1,0
36505,37,189878,15,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,1
32098,52,284329,10,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
19031,47,122026,11,0.21287436311668945,50,0,0,1,0,1,0,0,0,0,1,0,0,1,1
32818,42,159911,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0
46944,27,59068,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
485,41,311101,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,1
5474,39,100032,9,0.21287436311668945,15,1,0,1,0,1,0,0,1,0,0,0,0,1,0
13332,25,154610,13,0.32516703786191536,15,0,-1719,1,1,0,0,0,0,0,1,0,0,1,0
42792,20,212582,10,0.21287436311668945,16,0,0,1,0,1,0,0,0,1,0,0,0,1,0
8010,42,247514,10,0.21287436311668945,40,1,0,0,0,1,0,0,1,0,0,0,0,1,1
14598,42,226902,9,0.29697986577181207,40,1,0,1,0,0,0,1,1,0,0,0,0,1,1
29740,35,239755,10,0.21287436311668945,50,0,0,1,0,1,0,0,0,1,0,0,0,1,1
25356,36,185360,9,0.21287436311668945,60,0,0,1,0,1,0,0,1,0,0,0,0,1,1
21492,47,185385,6,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
760,30,340899,13,0.3912087912087912,40,0,0,1,0,0,1,0,0,1,0,0,0,1,1
47293,59,157932,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
36833,33,220430,13,0.29697986577181207,70,1,0,1,0,0,0,1,1,0,0,1,0,0,1
8214,46,126524,13,0.29697986577181207,40,1,-1902,1,0,0,0,1,1,0,0,0,0,1,0
9465,28,267912,9,0.21287436311668945,40,0,0,0,0,1,0,0,0,1,0,0,0,1,1
29824,54,159755,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
5526,59,181566,9,0.21287436311668945,40,0,4508,1,0,1,0,0,1,0,0,0,0,1,1
36276,36,89622,9,0.32516703786191536,80,1,0,1,1,0,0,0,1,0,0,0,0,1,1
33551,24,197387,9,0.21287436311668945,40,0,0,0,0,1,0,0,0,1,0,0,0,1,1
43519,46,169953,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0
29037,46,27802,12,0.32516703786191536,38,1,0,1,1,0,0,0,1,0,0,0,0,1,1
15532,33,137421,15,0.21287436311668945,35,0,0,0,0,1,0,0,1,0,0,0,1,0,1
11624,34,229732,12,0.32516703786191536,40,0,0,1,1,0,0,0,0,0,1,0,0,1,1
2912,59,105745,11,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
45176,33,405913,10,0.21287436311668945,40,1,0,0,0,1,0,0,1,0,0,0,0,1,1
23469,20,212668,10,0.21287436311668945,30,0,0,1,0,1,0,0,0,1,0,0,0,1,0
13273,30,329425,10,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
20307,20,34706,10,0.21287436311668945,47,0,0,1,0,1,0,0,0,1,0,1,0,0,1
20265,49,68505,5,0.21287436311668945,37,0,0,1,0,1,0,0,0,0,1,1,0,0,1
15970,38,455379,8,0.3912087912087912,56,1,0,1,0,0,1,0,1,0,0,0,0,1,1
26941,52,43705,10,0.3912087912087912,50,0,0,1,0,0,1,0,1,0,0,0,0,1,1
27073,30,162442,13,0.21287436311668945,50,1,7688,1,0,1,0,0,1,0,0,0,0,1,0
23940,32,227214,13,0.21287436311668945,40,0,0,0,0,1,0,0,1,0,0,0,1,0,1
8126,59,201159,8,0.21287436311668945,48,0,0,1,0,1,0,0,0,0,1,0,0,1,0
38787,37,137229,11,0.21287436311668945,45,1,0,1,0,1,0,0,0,0,1,0,0,1,1
3376,46,60751,11,0.29697986577181207,40,1,0,1,0,0,0,1,1,0,0,0,0,1,1
9702,24,204244,5,0.21287436311668945,37,0,0,1,0,1,0,0,0,1,0,0,0,1,0
1598,23,199419,10,0.21287436311668945,20,0,0,1,0,1,0,0,0,1,0,0,0,1,0
13503,17,364952,6,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,1
33927,41,237452,13,0.21287436311668945,15,1,0,0,0,1,0,0,1,0,0,0,0,1,0
14609,38,152307,10,0.21287436311668945,30,1,0,1,0,1,0,0,1,0,0,0,0,1,1
12637,62,217434,13,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
5382,25,202300,10,0.29697986577181207,40,0,0,1,0,0,0,1,0,1,0,0,0,1,0
12291,34,197252,13,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
45428,50,94081,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
6220,49,256417,9,0.21287436311668945,40,0,5013,0,0,1,0,0,1,0,0,0,0,1,1
16529,40,207578,12,0.21287436311668945,60,1,-1977,1,0,1,0,0,1,0,0,0,0,1,1
31677,51,106151,7,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,1
40897,41,55854,13,0.21287436311668945,56,1,0,1,0,1,0,0,1,0,0,0,0,1,1
34592,48,370119,10,0.32516703786191536,40,1,0,1,1,0,0,0,1,0,0,0,0,1,1
2966,40,374764,10,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
44444,24,417668,13,0.21287436311668945,30,0,0,1,0,1,0,0,0,1,0,0,0,1,1
11506,28,202222,13,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
31529,39,206951,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
44828,28,156300,14,0.21287436311668945,45,0,0,1,0,1,0,0,0,1,0,1,0,0,0
27966,51,43354,7,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
10502,36,64874,14,0.21287436311668945,60,1,0,1,0,1,0,0,1,0,0,0,0,1,1
18093,51,163921,13,0.21287436311668945,56,1,0,1,0,1,0,0,1,0,0,0,0,1,1
4794,22,197050,9,0.21287436311668945,20,0,0,1,0,1,0,0,0,1,0,0,0,1,0
43638,37,247750,11,0.29697986577181207,40,0,0,1,0,0,0,1,1,0,0,1,0,0,1
22812,31,128220,4,0.21287436311668945,35,0,0,1,0,1,0,0,0,0,1,0,0,1,0
18945,40,163215,13,0.21287436311668945,40,1,10520,1,0,1,0,0,0,0,1,0,0,1,0
12695,41,306496,11,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
8840,31,264554,9,0.32516703786191536,40,1,-1977,1,1,0,0,0,1,0,0,0,0,1,1
15806,39,122493,9,0.21287436311668945,40,1,7298,1,0,1,0,0,1,0,0,0,0,1,1
4254,22,104164,11,0.32516703786191536,35,0,0,1,1,0,0,0,0,1,0,0,0,1,1
1907,47,172155,10,0.21287436311668945,37,1,0,0,0,1,0,0,1,0,0,0,0,1,1
9879,34,96483,12,0.3912087912087912,60,1,0,1,0,0,1,0,0,1,0,0,1,0,0
34993,34,54850,13,0.21287436311668945,50,0,-1590,1,0,1,0,0,0,1,0,0,0,1,1
1583,21,238899,13,0.21287436311668945,30,0,0,1,0,1,0,0,0,1,0,1,0,0,0
8317,38,133935,9,0.21287436311668945,41,1,0,0,0,1,0,0,1,0,0,0,0,1,1
8817,28,339897,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
37542,45,148171,11,0.21287436311668945,40,1,15024,1,0,1,0,0,1,0,0,0,0,1,1
3381,39,301628,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,0
22048,50,123429,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
28131,42,341638,13,0.32516703786191536,40,1,0,1,1,0,0,0,1,0,0,0,0,1,1
43523,39,210991,9,0.21287436311668945,40,0,0,1,0,1,0,0,1,0,0,0,0,1,1
3408,31,256609,9,0.21287436311668945,40,0,0,0,0,1,0,0,0,0,1,0,0,1,1
10798,32,296466,11,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
16279,44,83891,13,0.21287436311668945,40,0,5455,1,0,1,0,0,0,0,1,0,1,0,1
7652,53,129301,10,0.21287436311668945,45,1,0,1,0,1,0,0,1,0,0,0,0,1,1
33570,44,262684,9,0.21287436311668945,45,0,-1504,1,0,1,0,0,0,0,1,0,0,1,0
14392,49,327258,10,0.32516703786191536,60,1,-1977,0,1,0,0,0,1,0,0,0,0,1,0
6912,49,155862,9,0.32516703786191536,50,1,0,1,1,0,0,0,1,0,0,0,0,1,1
3016,34,362775,6,0.29697986577181207,30,0,0,1,0,0,0,1,1,0,0,0,1,0,0
48480,27,100669,10,0.21287436311668945,40,1,0,0,0,1,0,0,1,0,0,0,1,0,1
36369,48,184787,4,0.32516703786191536,50,1,0,1,1,0,0,0,1,0,0,0,0,1,1
32399,27,271243,10,0.32516703786191536,40,0,0,0,1,0,0,0,0,0,1,1,0,0,1
3378,41,106501,12,0.21287436311668945,50,1,7688,1,0,1,0,0,1,0,0,0,0,1,1
11702,34,111567,10,0.21287436311668945,40,1,0,1,0,1,0,0,0,1,0,0,0,1,1
3384,54,139127,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,0,0,1,0
36736,25,250038,5,0.21287436311668945,45,0,0,0,0,1,0,0,0,1,0,0,0,1,1
23144,26,292803,10,0.21287436311668945,24,0,0,1,0,1,0,0,0,1,0,0,0,1,0
11827,42,261899,14,0.29697986577181207,50,1,0,1,0,0,0,1,1,0,0,0,0,1,1
43248,49,101722,15,0.32516703786191536,60,1,0,1,1,0,0,0,1,0,0,0,0,1,1
43122,25,299908,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,1,0,0,0
7891,46,37718,12,0.21287436311668945,50,1,-1977,1,0,1,0,0,1,0,0,0,0,1,1
15852,34,412933,8,0.21287436311668945,55,0,0,1,0,1,0,0,1,0,0,1,0,0,1
9722,33,198827,9,0.3912087912087912,40,0,0,1,0,0,1,0,0,1,0,0,0,1,1
7951,20,37894,10,0.21287436311668945,30,0,-1719,1,0,1,0,0,0,1,0,0,0,1,0
13741,21,391312,9,0.21287436311668945,30,0,0,1,0,1,0,0,0,1,0,1,0,0,0
12243,23,72055,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
46084,35,109351,13,0.21287436311668945,45,1,8614,1,0,1,0,0,0,1,0,0,0,1,0
20146,46,142828,9,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,0
40415,38,203138,13,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,0
6484,35,194496,13,0.21287436311668945,55,0,0,1,0,1,0,0,1,0,0,0,0,1,1
42419,51,123325,15,0.29697986577181207,40,0,0,1,0,0,0,1,0,0,1,0,0,1,0
47260,41,359696,13,0.21287436311668945,60,1,15024,1,0,1,0,0,1,0,0,0,0,1,1
7727,54,386773,10,0.32516703786191536,60,0,0,1,1,0,0,0,1,0,0,0,0,1,1
48619,33,318921,9,0.29697986577181207,35,0,0,1,0,0,0,1,0,0,1,0,0,1,0
35735,31,467108,13,0.32516703786191536,45,1,0,1,1,0,0,0,0,1,0,0,0,1,1
37160,53,271544,9,0.3912087912087912,40,1,-1977,1,0,0,1,0,1,0,0,1,0,0,1
25549,34,124827,10,0.29697986577181207,40,1,0,1,0,0,0,1,1,0,0,0,0,1,1
3221,34,344275,14,0.21287436311668945,60,1,0,0,0,1,0,0,0,1,0,0,0,1,1
10446,41,30126,13,0.21287436311668945,45,1,0,1,0,1,0,0,0,0,1,0,0,1,0
46986,35,40135,9,0.21287436311668945,30,0,0,1,0,1,0,0,0,1,0,0,0,1,1
16424,45,196584,11,0.21287436311668945,40,1,-1564,1,0,1,0,0,0,1,0,0,0,1,0
32087,45,84324,12,0.32516703786191536,50,1,0,1,1,0,0,0,1,0,0,0,0,1,1
15659,46,151584,13,0.21287436311668945,30,1,0,1,0,1,0,0,1,0,0,0,0,1,1
31492,36,33983,11,0.21287436311668945,42,1,0,1,0,1,0,0,0,1,0,0,0,1,1
17921,52,158993,9,0.21287436311668945,38,0,0,1,0,1,0,0,0,0,1,1,0,0,0
11639,22,179392,9,0.21287436311668945,20,0,0,1,0,1,0,0,0,1,0,0,0,1,0
13204,40,155106,9,0.3912087912087912,55,1,0,1,0,0,1,0,1,0,0,0,0,1,1
22027,20,203240,5,0.21287436311668945,32,0,0,1,0,1,0,0,0,1,0,0,0,1,0
47011,38,478346,9,0.21287436311668945,40,1,7688,1,0,1,0,0,1,0,0,0,0,1,0
1057,32,247481,12,0.32516703786191536,48,1,0,1,1,0,0,0,1,0,0,0,0,1,1
16319,31,84154,10,0.21287436311668945,38,1,0,0,0,1,0,0,1,0,0,0,0,1,1
204,50,175029,11,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
24312,34,176831,13,0.21287436311668945,40,1,0,1,0,1,0,0,0,0,1,0,0,1,0
22970,36,151835,9,0.21287436311668945,60,1,0,1,0,1,0,0,1,0,0,0,0,1,1
42630,25,243560,9,0.21287436311668945,40,0,0,0,0,1,0,0,0,1,0,0,0,1,0
38338,58,111394,13,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
32756,39,248694,9,0.21287436311668945,60,0,0,1,0,1,0,0,0,1,0,0,0,1,1
46841,59,50929,10,0.29697986577181207,60,1,0,1,0,0,0,1,1,0,0,0,0,1,1
24452,29,382272,13,0.32516703786191536,40,0,0,1,1,0,0,0,0,1,0,0,0,1,1
22842,26,167761,13,0.21287436311668945,50,1,0,1,0,1,0,0,1,0,0,0,0,1,1
23506,23,350181,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
6994,19,216413,10,0.21287436311668945,20,0,0,1,0,1,0,0,0,1,0,0,0,1,0
15445,24,184975,13,0.29697986577181207,40,0,0,1,0,0,0,1,0,1,0,0,0,1,0
28617,29,159788,14,0.21287436311668945,80,0,0,1,0,1,0,0,0,1,0,0,0,1,0
26902,38,132879,9,0.21287436311668945,50,1,7298,1,0,1,0,0,1,0,0,0,0,1,1
26644,65,190568,9,0.21287436311668945,36,0,-810,1,0,1,0,0,0,0,1,0,0,1,0
35663,58,194733,12,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
37412,58,247276,4,0.21287436311668945,30,0,0,1,0,1,0,0,0,0,1,0,1,0,0
19336,34,96245,9,0.32516703786191536,40,0,0,1,1,0,0,0,1,0,0,0,0,1,1
38652,36,163278,14,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
37441,36,162424,9,0.21287436311668945,45,0,0,1,0,1,0,0,1,0,0,0,0,1,1
43360,57,30030,9,0.3912087912087912,40,1,0,1,0,0,1,0,1,0,0,1,0,0,1
2297,34,209768,13,0.21287436311668945,60,1,15024,1,0,1,0,0,1,0,0,0,0,1,1
18592,42,27444,10,0.21287436311668945,40,1,0,1,0,1,0,0,0,0,1,0,0,1,1
27581,31,217962,8,0.21287436311668945,40,0,0,0,0,1,0,0,0,1,0,1,0,0,1
44043,36,156352,5,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,1
8930,48,174525,2,0.21287436311668945,52,0,0,0,0,1,0,0,1,0,0,0,0,1,1
34484,58,165315,9,0.32516703786191536,35,1,0,1,1,0,0,0,1,0,0,0,0,1,1
41729,29,112403,10,0.21287436311668945,35,0,0,1,0,1,0,0,0,1,0,0,0,1,1
28488,33,144949,14,0.21287436311668945,40,1,15024,1,0,1,0,0,1,0,0,0,0,1,1
13272,56,97541,9,0.21287436311668945,40,1,-1977,1,0,1,0,0,1,0,0,0,0,1,1
1334,63,180955,3,0.32516703786191536,25,0,0,1,1,0,0,0,1,0,0,0,0,1,1
38547,56,83922,10,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
39591,57,191318,14,0.21287436311668945,40,1,0,1,0,1,0,0,1,0,0,0,0,1,1
42509,21,118401,10,0.21287436311668945,30,0,0,1,0,1,0,0,0,1,0,0,0,1,0
48076,58,311409,14,0.29697986577181207,30,1,7688,1,0,0,0,1,1,0,0,1,0,0,1
28684,22,264874,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
29373,46,215895,13,0.29697986577181207,40,1,0,1,0,0,0,1,1,0,0,0,0,1,1
41276,41,112507,6,0.21287436311668945,60,0,0,1,0,1,0,0,1,0,0,0,0,1,1
3391,58,35520,10,0.21287436311668945,40,1,7688,1,0,1,0,0,1,0,0,0,0,1,1
18677,53,156843,14,0.21287436311668945,54,1,-1564,1,0,1,0,0,0,1,0,0,0,1,0
42348,56,323639,14,0.32516703786191536,25,0,0,1,1,0,0,0,1,0,0,0,0,1,1
21015,22,239806,11,0.21287436311668945,40,0,0,0,0,1,0,0,0,1,0,0,0,1,0
21783,28,96337,10,0.21287436311668945,40,0,0,1,0,1,0,0,0,1,0,0,0,1,0
39123,25,268222,9,0.21287436311668945,40,0,0,1,0,1,0,0,0,0,1,1,0,0,0
